classificacao,comentario
normal,"Descubre las notas más fuertes, poderosas y audaces de la perfumeria Natura. <br />Nuestro arte, nuestra alma, tu perfume :v"
normal,una de las grandes cantoras Brasileñas con un estilo unico e inconfundible....linda Elsa Soares...
normal,O efeito da frase
normal,Meu Deus. Como é  LINDA🤗
normal,Cantando para não enlouquecer. Elza é eterna
normal,DIVA Eterna do Brasil!
normal,Como é forte essa canção e essa mulher.
normal,Até arrepia!! 👏
normal,3% não gostaram da musica
normal,"que musica, que voz....Uma diva!"
normal,Eu era tão racista que não entendia a letra...
normal,Elza tem uma voz tão reconfortante e ao mesmo tempo ela mexe em algum parafuso interno que me incomoda me faz me questionar que mulher inigmatica e maravilhosa você é demais Elza!!
normal,Estou aqui essa horas sem dormir<br />Essas músicas ajuda a tentar a viver
normal,Discovering Brazilian music. She is so cool! 😎
normal,"os instrumentos são geniais.... a voz rouca, nem se fala.... Eu vou
<br />Até o fim 
<br />Cantar"
normal,Essa musica e tudo 💕😣
normal,Deixem a mulher cantar até o fim!!!
normal,Curte quem tá vendo depois da Thelma ser a campeã do BBB
normal,RAINHA.
normal,3%
normal,Essa música transmite FORÇA!
normal,Impressionado que uma cantora ao nível e história de Elza Soares só tem apenas 90 mil inscritos
normal,"Canta, Elza. Estaremos aqui te aplaudindo até depois do fim"
normal,"Elza! Deusa, Rainha!!!! 👑"
normal,"aaahhhh Elza Soares!!! por favor, cante até além do fim!"
normal,Essa é obra prima e o álbum dela de 1974 é a obra prima dos álbuns dela
normal,Amo Elza Soares
normal,Simplesmente Maravilhosa!!!!!
normal,Who is here because of 3% !!!!!!
normal,3% foi uma bênção!!
normal,Awesome
normal,Simplesmente fantástica 💗
normal,To aqui por causa de 3%. Mais alguém?
normal,Perfeita
normal,não sei porque eu nunca tinha escutando essa mulher antes... Meu Deus!!! QUE SONORIDADE !!!!
normal,Se o complexo de vira-lata não existisse o brasileiro daria mais valor a cantores nacionais maravilhosos e perfeitos como a nossa Elza Soares
normal,"Em setembro de 2019, tive a oportunidade de conhecer outra versão que eu realmente gostei, era do tipo concerto e a cantora era uma jovem de cabelos ruivos, então eles deletaram o vídeo no YouTube e eu o pesquisei por um longo tempo e não consigo encontrá-lo, ninguém você sabe como se chama !! AJUDE-ME"
normal,"En septiembre del 2019, tuve la oportunidad de conocer otra versión que me gustó mucho, era tipo concierto y la cantante era una joven de pelo rojo, después eliminaron el video en youtube y la he buscado por mucho tiempo y no la encuentro, ¿alguien sabe como se llama ? !! AYUDENME!"
racista,Essa mulher não me representa! <br />Vai te catar sua preta  ridícula!
normal,DIVA!!!
normal,A maior do Brasil ! sem mais...
normal,Querida  ELZAAAAAAA  AMOOOOOÓOOOOO
normal,&lt;3
normal,Essa música é arrebatadora!!!Elza é uma rainha!!!
normal,Obrigada Elza
normal,Pq tem muitos gringos aqui?
normal,Elza Soares mora no meu coração ♡
normal,"Puta q pariu mano! Que voz, que letra, incrível, a tempos eu não me arrepiada com uma música! Perfeição, define."
normal,"PERFEITA! ELZA, VOCÊ BRILHA ✩ Tento lhe ouvir sem chorar... falho todas as vezes"
normal,Thanks for 3% bring me to heat to listen this beautiful painful
normal,"Amé tu música desde que ví la série, me encanta conocer tu música.!! Saludos desde la cuarentena en Colombia!"
normal,Eu sempre choro com essa música...
normal,Super Elza !! Que sempre brilhe artistas deste nível . Tens luz propia linda !!
normal,"Eu conheci essa música através do aplicativo, sabe esse do  Facebook?   que fala pelo seu nome vou lhe dar uma música,  bem  a minha música foi essa, achei estranho,!  mas depois de 4 meses, um dia eu conheci uma mulher,  Ficamos juntos e ela me falou que  colocou o nome da filha dela de pérola Elza, por causa dessa música, fiquei muito feliz gostei muito dela só que não estamos juntos hoje,. Mas sei que poderia ser bom estar com ela,.  Acho que  perdi ela para sempre,  mas fico feliz por  ter passado bons momentos com ela,. Minha linda I--a 🙈😭    👀 de anjo"
normal,Diva D+.
normal,Um ser evoluído. Uma diva.
normal,"Peço licença, comecei um canal recentemente e um dos videos que crie foi em homenagem a Elza Soares, quem puder da uma forcinha assistindo e se inscrevendo!<br /><a href=""https://youtu.be/HcM8aWJ2byg"">https://youtu.be/HcM8aWJ2byg</a>"
normal,"Mulher <br />Somos todas Nossa Senhora Maria <br />Somos todas santas <br />Somos todas Madalena <br />Caluniadas e profanas  <br />Somos todas filhas de Deus <br />Somos os poemas de Orfeu <br /><br />Somos todas mulheres <br />Somos Vênus, Atena e Juno <br />Somos Cleópatra <br />Sedutores, amantes e filósofas <br /><br />Somos mães, filhas e esposas <br />Somos mulheres de ação <br />Podemos ocupar qualquer profissão <br /><br />Canalhas nos tratam como lixo <br />Nos chamam de prostitutas <br />Nos agridem <br />Nos jogam pelas ruas <br />Nós não somos tuas <br /><br />Somos guerreiras <br />Somos a personificação da Beleza <br />Nossa voz é Música <br />Nos tornamos Musas <br /><br />Somos as que acolhem, as que cuidam, as que protejem <br />Somos fortes e resistentes <br />Competentes <br />Somos dignas de respeito <br />Independentes e inteligentes <br />De ninguém temos medo <br />Lutamos desde cedo <br /><br />Somos as mães da Humanidade <br />Respeitamos a diversidade <br />Lutamos por Igualdade <br />Somos parceiras <br />Clamamos por Fraternidade <br /><br />Somos divinas <br />Buscamos a Felicidade e a Sabedoria <br />Temos um sexto sentido <br />Uma sublime magia <br />Protegemos nossa família <br />Somos donas de nossas vidas <br /><br />Cremos no Amor <br />Não temos rancor <br />Rejeitamos toda indiferença e desamor <br />Somos também delicadas <br />Sentimos dor <br />Somos humanas <br />Temos nosso valor <br /><br />Reivindicamos Liberdade <br />Nos guiamos pela Verdade <br />Vivemos com Honestidade <br />Queremos alcançar à Eternidade <br /><br />Deixemos de lado todas as rixas, todas as futilidades <br />Abandonemos a vaidade <br />Neste mundo e no futuro tenhamos fé <br />Sejamos unidas <br />Cada vez mais <br />Mulher"
normal,Elza é uma DEUSA! S2
normal,Eu ouvi esse música na séria 3% da netflix e vim pesquisar hehe
normal,"Que medo. Além dessas imagens horripilantes atrás, as mulher as vezes se esgoela e está com cara de sofrimento pra cantar, mal abre os olhos. Olha a cara do final coitada."
normal,Rainha!
normal,Minha querida minha querida Elza hoje eu sinto que a minha voz a minha opinião meu choro não passa de lágrimas de carnaval para quem faz esse país de tragédias
normal,MARAVILHOSA  !!!
normal,Propagandas abusivas .. que saco!
normal,A mulher que  representa  a mulher brasileira! <br />E música  brasileira. ..
normal,deusa
normal,Necessitamos de uma série ou filme Da história dela Pra ontem
racista,Preta pretona canta igual uma macacona kk
normal,tenho 13 e serio AMO essa musica QUE FODA TOMARA QUE A FAMA DA ELZA SOARES CRESSA E CRESSA
normal,"DIVA, DESBRAVADORA, RESISTENTE, QUANTOS ADJETIVOS E TANTOS INSUFICIENTES PARA A MAIOR CANTORA DO MILÊNIO... E SEGUE SE REINVENTANDO, REINVENTADO SUA MÚSICA... UMA ALMA INOVADORA DO PLANETA FOME!"
normal,Impacto Elza!
normal,"Meu Deus do céu, você é maravilhosa demais!!!"
normal,Pessoas eu conhecia as músicas dela através do tiktok e amei quando procurei o canal das músicas dela deusaaa
normal,Maravilhosa!
normal,M A R A V I L H O S A
normal,Thelma winner
normal,Referência  De mulher
normal,"Que mulher, que voz! Todo meu respeito e admiração."
normal,Vim pelo o VT Da thelminha do bbb
normal,Thelma winner me trouxe aqui
normal,Vim pela Thelma do bbb
normal,Vim pelo bbb kk
normal,Essa música no vt da Thelminha foi tudoo
normal,JOANA !
normal,EU TÔ MUITO ARREPIADA PQP QUE MULHER MDS
normal,Gente pq tem deslike?? plmdds
normal,Hinoo
normal,Que musicaaaaaa!!!!!!
normal,Essa toca minha alma 
normal,ElZa eu te AMO 
normal,"essa música me arrepia, me emociona e faz chora; sinto minhas ancestrais comigo ! Gratidão Elza !"
normal,um português em Portugal feliz e arrepiado com esta diva.
normal,LULALIVRE
normal,"Damn, that&#39;s good."
normal,Realmente está é a mulher do fim do mundo. Não tenho como adjetivar ela é o que é puro talento .
normal,Antes dessa mulher abrir a boca eu já fico arrepiada 
normal,Do fim mesmo.....do fim das plásticas.
normal,Bravo!!!
normal,Pq me arrepio sempre que escuto essa mulher cantar?! Minha nossa 
normal,Elza Diva Soares
normal,Me deixa cantar e quero ver quem<br />vai me impedir
racista,Aff que nega feia
normal,"Maravilha! A cultura brasileira é tão foda! Nossa, música é tão foda! Sem igual. Uma merda o brasileiro ser cego de sí próprio."
normal,A Elza canta com uma verdade imensa. Isso inunda meu peito.
normal,"Minha rainha, agradeço todos os dias pelo privilégio de vivenciar sua arte"
normal,meu deus essa mulher canta muito
normal,to aqui pelos 3% &lt;3
normal,"Sem palavras pra descrever tamanha obra de arte, me emociono ao ouvir está belíssima música."
normal,Essa Nega tem poder mesmo....Diva
normal,2020 Floripa.... MPB Sambaaaa mais na sociedade...
normal,"The lyrics in English:<br /><br /><br />My cry is nothing but carnaval
<br />It is tear of samba on my tiptoe
<br />The crowd goes forward like a gale
<br />and throws me in a boulevard that I don`t know which it is
<br />
<br />Pirates and the superman sing the heat
<br />A yellow fish kisses my hand
<br />The wings of an angel left on the floor
<br />In the rain of confetti I leave my pain
<br />
<br />Chorus:
<br />
<br />In the boulevard, I let there
<br />The black skin and my voice
<br />In the boulevard, I let there
<br />My speech, my opinion
<br />
<br />My house, my loneliness
<br />I threw from high of third floor
<br />I got deeply disapointed and got rid of rest of this life
<br />In the boulevard
<br />It takes until the end
<br />
<br />Woman of the end of the world
<br />I am, I am going to sing until the end
<br /><br /><br />
---<br /><br /><br />My cry is nothing but carnaval
<br />It is tear of samba in my tiptoe
<br />The crowd goes forward like a gale
<br />and throws me in a boulevard that I don`t which it is
<br />
<br />Pirates and superman sing the heat
<br />A yellow fish kisses my hand
<br />The wings of an angel left on the floor
<br />In the rain of confetti I leave my pain
<br />
<br />Chorus:
<br />
<br />In the boulevard, I let there
<br />The black skin and my voice
<br />In the boulevard, I let there
<br />My speech, my opinion
<br />
<br />My house, my loneliness
<br />I threw from high of third floor
<br />I got deeply disapointed and got rid of rest of this life
<br />In the boulevard
<br />It takes until the end
<br />
<br />Woman of the end of the world
<br />I am, I`m going to sing until the end
<br />Woman of the end of the world
<br />I am and I am going to sing until the end, to sing
<br />
<br />I`m the woman of the end of the world
<br />I going to, I going to, I going to sing
<br />Let me sing until the end
<br />
<br />Until the end I`m going to sing, I want to sing
<br />I want to sing, I want to sing until te end
<br />I`m going to sing, I`m goint to sing
<br />Let me sing until the end
<br />
<br />Let me sing until the end
<br />Let me sing
<br />Let me sing until the end"
normal,"Sou angolana e apaixonada pela Elza...<br />Vou gravar um vídeo no meu canal a falar sobre ela, sobre xomo sempre foi a frente do seu tempo, feminista, guerreira, militante pela pele negra sem  exageros. Uma inspiração"
normal,Música foda de Rômulo Froés e magnífica interpretação de Elza!
normal,perfeitaaaaa
normal,Mereceu ser enredo da escola de samba Mocidade Independente de Pe Miguel.
racista,"preta ridicula, sinceramente, quem escuta isso"
normal,&quot;... a pele preta e a minha voz /na avenida deixei lá...&quot; Grandiosidade = Elza Soares!
normal,TAM Bİ BÜLENT ERSOY
normal,"má cantora, deveria se aposentar imediatamente"
racista,essa preta tem a voz horrivel mesmo
normal,Quem deu não gostei  é analfabeto funcional!
normal,Sei bem mulheres do fim do mundo.<br />Agora que encheram bem a pansa<br />Nois te toma.
normal,Viva a Deusa Elza Soares
normal,Ohh Elza tu me representa !
racista,Preta feia ridicula
normal,"Aqui estou, depois de assistir ao desfile da Mocidade Independente de Padre Miguel!"
normal,"Eu já disse que te amo hoje, Elza? Pois eu te amo mulher."
racista,cabelo ruim da porra
normal,"Quando fala ,me deixem cantar até o fim.....meu coração embarga"
racista,"Aff tem cada coisa que esse povo gosta uma nega dessas cantando ruim assim, horrivel "
normal,E como é que se soletra diva? Elza Soares.
normal,Puta drive do carai que ela tem
normal,Doi!
normal,Obra prima. Sensacional !!!!
normal,"I come from a whole different country , but I love your music."
normal,"Eu tenho 18 anos e essa mulher fez eu me apaixonar por ela, quando a ouvi cantando espumas ao vento"
normal,alguien mas   por  natura &lt;3 2019
normal,"Só 3% vão odiar essa musica <a href=""http://www.youtube.com/results?search_query=%23NETFLIX"">#NETFLIX</a>"
normal,Salve as mulheres do fim do mundo!
normal,Uma verdadeira rainha da MPB! Ninguém cantou o Hino Nacional como esta Diva. Um verdadeira super-mulher!
normal,Que preciodidad de canción
normal,Essa música é um desabafo.
normal,"Meu Deus do céu! Que voz, interpretação, música. Alimento para a alma."
normal,"Tô conhecendo ela agora, hoje, me parece possesa com uma legião de preto velhos e exú, essa aí fez um pacto com a morte."
normal,Canta muito pqp....... parabéns
racista,preta feia
normal,She is inspiring. She is a muse.
normal,"Sim, &quot;3%&quot; fez começar a ouvir esta Diva!"
normal,Não compreendo alguém dar dislike.
normal,Maravilhosa
normal,Essa mulher me arrepia
normal,Deus é uma mulher e é negra.
normal,Janeiro 2020. Te Amo Elza &lt;3
normal,Essa mulher é espetacular
normal,Maravilhosa!
normal,Simplesmente fantástico
normal,Amooooo
normal,Eu gritei quando ouvi Elza Soares na Globo! Na abertura da série Segunda Chamada e em Amor de Mãe
normal,Mulher maravilhosa.
normal,"Linda música....gosto dessa mulher porque ela tem coisas que me atraem...por ser negra, por ser lutadora e por superar tanta coisa. E é claro, por cantar tão bem. Queria tanto conhecer ela."
normal,Verdadeiro hino nos ouvidos das mulheres de todos os cantos do mundo
normal,"O amor que eu sinto por essa MULHER não é normal...nem pouco, nem finito!!!"
normal,"Mulher, você pode e deve cantar para nossos males espantar. Justo agora, que sentimos a solidão e falta boa canção. Logo agora, que os melhores intérpretes estão indo embora. Viver é bom e bonito, e ouvir boas canções é como viajar no infinito."
